dance_ID;colony_ID;"colony_location_
x_coordinate";"colony_location_
y_coordinate";observation_start_date;observation_start_daytime;dance_date;dance_daytime;"number_of_
circuits";dance_duration;"mean_
circuit_duration";flight_distance;dance_angle;solar_azimuth_angle;flight_angle;"offset_
metres_N";"offset_
metres_E";"offset_
degrees_N";"offset_
degrees_E";"nest_site_
coordinates_N";"nest_site_
coordinates_E"
873;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;14:01;4;34.50;8.63;6901.53;223.40;197.07;60.47;3401.34;6005.17;0.03064;0.08631;51.21734;10.41789
874;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;14:03;5;25.50;5.10;2520.47;266.90;197.97;104.87;-647.03;2436.00;-0.00583;0.03501;51.18087;10.36659
875;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;14:11;5;26.60;5.32;2793.90;262.00;201.54;103.54;-653.95;2716.29;-0.00589;0.03904;51.18081;10.37062
876;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;14:14;5;26.00;5.20;2644.75;263.70;202.85;106.55;-753.41;2535.17;-0.00679;0.03644;51.17991;10.36802
877;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;14:36;5;31.50;6.30;4011.89;240.20;212.09;92.29;-160.60;4008.68;-0.00145;0.05762;51.18525;10.38920
878;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;15:00;5;33.40;6.68;4484.18;232.10;221.31;93.41;-266.59;4476.25;-0.00240;0.06434;51.18430;10.39592
880;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:01;5;29.00;5.80;3390.47;357.60;107.31;104.91;-872.59;3276.26;-0.00786;0.04709;51.17884;10.37867
881;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:02;4;23.80;5.95;3576.90;357.40;107.55;104.95;-922.73;3455.83;-0.00831;0.04967;51.17839;10.38125
882;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:11;5;28.50;5.70;3266.18;1.00;109.71;110.71;-1154.85;3055.20;-0.01040;0.04391;51.17630;10.37549
883;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:10;4;23.30;5.83;3421.54;353.30;109.46;102.76;-755.91;3336.99;-0.00681;0.04796;51.17989;10.37954
884;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:22;5;28.30;5.66;3216.47;357.70;112.43;110.13;-1107.14;3019.92;-0.00997;0.04341;51.17673;10.37499
885;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:21;5;26.40;5.28;2744.18;359.10;112.18;111.28;-995.99;2557.06;-0.00897;0.03675;51.17773;10.36833
886;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:31;5;28.00;5.60;3141.90;0.20;114.75;114.95;-1325.17;2848.76;-0.01194;0.04095;51.17476;10.37253
887;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:34;5;27.80;5.56;3092.18;359.70;115.54;115.24;-1318.30;2797.08;-0.01188;0.04020;51.17482;10.37178
888;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:48;5;30.40;6.08;3738.47;357.50;119.34;116.84;-1687.86;3335.75;-0.01521;0.04795;51.17149;10.37953
889;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:48;5;19.60;3.92;1234.21;14.90;119.34;134.24;-861.05;884.23;-0.00776;0.01271;51.17894;10.34429
890;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:52;5;28.40;5.68;3241.32;354.70;120.47;115.17;-1378.34;2933.66;-0.01242;0.04217;51.17428;10.37375
891;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;10:52;6;32.90;5.48;2996.90;355.20;120.47;115.67;-1298.02;2701.21;-0.01169;0.03883;51.17501;10.37041
892;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;12:02;5;54.30;10.86;9679.31;339.40;143.70;123.10;-5285.79;8108.60;-0.04762;0.11655;51.13908;10.44813
893;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;12:10;5;41.30;8.26;6447.89;309.00;146.83;95.83;-655.24;6414.51;-0.00590;0.09220;51.18080;10.42378
894;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;12:12;3;40.20;13.40;12836.16;313.00;147.63;100.63;-2368.21;12615.80;-0.02134;0.18133;51.16536;10.51291
895;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;12:31;6;24.80;4.13;1408.61;277.60;155.53;73.13;408.75;1348.01;0.00368;0.01938;51.19038;10.35096
896;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;14:05;6;15.50;2.58;444.45;340.80;198.76;179.56;-444.44;3.43;-0.00400;0.00005;51.18270;10.33163
897;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;14:27;7;16.20;2.31;324.98;182.30;208.26;30.56;279.83;165.25;0.00252;0.00238;51.18922;10.33396
898;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;14:31;5;29.20;5.84;3440.18;220.10;209.92;70.02;1175.65;3233.06;0.01059;0.04647;51.19729;10.37805
899;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;15:01;6;18.80;3.13;722.13;208.60;221.51;70.11;245.63;679.07;0.00221;0.00976;51.18891;10.34134
900;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;15:56;3;16.00;5.33;2810.47;184.30;239.22;63.52;1253.27;2515.56;0.01129;0.03616;51.19799;10.36774
901;H_WW_14;51.18670;10.33158;10.07.2020;10:47;12.07.2020;16:22;6;11.20;1.87;144.76;279.60;246.25;165.85;-140.37;35.38;-0.00126;0.00051;51.18544;10.33209
562;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:13;6;35.30;5.88;3494.04;98.90;150.72;249.62;-1216.70;-3275.35;-0.01096;-0.04702;51.12288;10.31297
563;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:16;5;26.30;5.26;2719.33;344.60;151.99;136.59;-1975.38;1868.85;-0.01780;0.02683;51.11604;10.38682
564;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:19;3;18.40;6.13;3804.75;89.50;153.27;242.77;-1741.06;-3383.02;-0.01569;-0.04857;51.11815;10.31142
565;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:20;5;22.50;4.50;1774.76;114.10;153.70;267.80;-68.21;-1773.45;-0.00061;-0.02546;51.13323;10.33453
566;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:36;6;28.30;4.72;2044.04;91.00;160.77;251.77;-639.36;-1941.47;-0.00576;-0.02787;51.12808;10.33212
567;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:40;5;21.90;4.38;1638.59;89.70;162.59;252.29;-498.34;-1560.97;-0.00449;-0.02241;51.12935;10.33758
568;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:41;4;22.10;5.53;3048.68;79.40;163.05;242.45;-1409.95;-2703.06;-0.01270;-0.03881;51.12114;10.32118
570;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:45;5;31.10;6.22;3912.47;58.20;164.90;223.10;-2856.83;-2673.18;-0.02574;-0.03838;51.10810;10.32161
571;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:51;4;26.30;6.58;4353.68;66.80;167.70;234.50;-2528.44;-3544.22;-0.02278;-0.05088;51.11106;10.30911
572;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;12:52;5;29.60;5.92;3539.61;67.40;168.17;235.57;-2001.52;-2919.38;-0.01803;-0.04191;51.11581;10.31808
573;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;13:01;4;22.70;5.68;3235.11;69.40;172.43;241.83;-1527.48;-2851.80;-0.01376;-0.04094;51.12008;10.31905
574;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;15:53;6;13.00;2.17;263.17;351.30;241.22;232.52;-160.12;-208.86;-0.00144;-0.00300;51.13240;10.35699
575;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;15:54;8;21.60;2.70;499.30;39.30;241.50;280.80;93.59;-490.45;0.00084;-0.00704;51.13468;10.35295
576;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;15:55;6;19.30;3.22;768.96;38.00;241.78;279.78;130.64;-757.78;0.00118;-0.01088;51.13502;10.34911
577;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:15;8;18.90;2.36;345.71;21.10;247.11;268.21;-10.79;-345.54;-0.00010;-0.00496;51.13374;10.35503
578;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:23;6;14.00;2.33;333.13;29.00;249.13;278.13;47.12;-329.79;0.00042;-0.00473;51.13426;10.35526
579;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:45;6;20.40;3.40;877.31;25.20;254.40;279.60;146.37;-865.01;0.00132;-0.01242;51.13516;10.34757
580;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:46;6;26.80;4.47;1733.33;205.90;254.63;100.53;-316.91;1704.11;-0.00286;0.02447;51.13098;10.38446
581;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:48;6;20.90;3.48;929.20;17.70;255.09;272.79;45.30;-928.10;0.00041;-0.01332;51.13425;10.34667
582;H_WW_3;51.13384;10.35999;02.06.2020;10:01;02.06.2020;16:52;6;26.00;4.33;1592.35;201.00;256.00;97.00;-194.19;1580.47;-0.00175;0.02269;51.13209;10.38268
2048;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:01;6;19.40;3.23;778.50;208.50;95.19;303.69;431.85;-647.73;0.00389;-0.00930;51.13773;10.35069
2049;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:03;6;29.10;4.85;2209.76;31.00;95.60;126.60;-1317.53;1774.01;-0.01187;0.02547;51.12197;10.38546
2050;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:10;6;16.60;2.77;531.54;206.20;97.05;303.25;291.41;-444.54;0.00263;-0.00638;51.13647;10.35361
2051;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:11;6;18.40;3.07;685.67;205.70;97.25;302.95;372.98;-575.35;0.00336;-0.00826;51.13720;10.35173
2052;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:20;6;14.10;2.35;340.31;196.00;99.15;295.15;144.63;-308.05;0.00130;-0.00442;51.13514;10.35557
2053;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:20;5;16.40;3.28;805.53;198.70;99.15;297.85;376.31;-712.23;0.00339;-0.01023;51.13723;10.34976
2054;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:31;5;18.90;3.78;1129.67;193.80;101.53;295.33;483.24;-1021.09;0.00435;-0.01466;51.13819;10.34533
2055;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:31;6;15.80;2.63;467.72;188.30;101.53;289.83;158.64;-439.99;0.00143;-0.00632;51.13527;10.35367
2056;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:40;6;16.00;2.67;483.43;190.20;103.52;293.72;194.50;-442.57;0.00175;-0.00635;51.13559;10.35364
2057;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:41;6;18.40;3.07;685.67;183.90;103.75;287.65;207.89;-653.39;0.00187;-0.00938;51.13571;10.35061
2058;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:50;7;17.30;2.47;393.62;186.10;105.81;291.91;146.86;-365.20;0.00132;-0.00524;51.13516;10.35475
2059;H_WW_3;51.13384;10.35999;02.06.2020;10:01;03.06.2020;09:50;7;18.80;2.69;492.48;191.10;105.81;296.91;222.87;-439.16;0.00201;-0.00631;51.13585;10.35368
583;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;11:47;5;24.30;4.86;2222.18;290.00;140.40;70.40;745.39;2093.44;0.00672;0.03007;51.16182;10.39712
584;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;11:49;4;20.80;5.20;2644.75;182.80;141.16;323.96;2138.49;-1556.15;0.01927;-0.02235;51.17437;10.34470
585;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;11:57;7;35.20;5.03;2431.69;282.40;144.25;66.65;963.87;2232.51;0.00868;0.03207;51.16378;10.39912
587;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:02;8;41.50;5.19;2629.22;302.20;146.23;88.43;71.83;2628.24;0.00065;0.03775;51.15575;10.40480
588;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:06;6;30.40;5.07;2479.04;289.00;147.85;76.85;563.84;2414.07;0.00508;0.03467;51.16018;10.40172
589;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:15;5;33.30;6.66;4459.32;315.20;151.59;106.79;-1288.32;4269.17;-0.01161;0.06132;51.14349;10.42837
590;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:10;8;46.20;5.78;3359.40;283.50;149.50;73.00;982.24;3212.59;0.00885;0.04614;51.16395;10.41319
591;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:22;5;25.00;5.00;2396.18;305.50;154.59;100.09;-419.77;2359.13;-0.00378;0.03389;51.15132;10.40094
592;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:22;5;27.90;5.58;3117.04;294.10;154.59;88.69;71.30;3116.22;0.00064;0.04476;51.15574;10.41181
593;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:31;5;23.40;4.68;1998.47;273.00;158.55;71.55;632.49;1895.74;0.00570;0.02723;51.16080;10.39428
594;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:32;6;31.10;5.18;2624.04;292.80;159.00;91.80;-82.25;2622.75;-0.00074;0.03767;51.15436;10.40472
595;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:41;6;31.80;5.30;2769.04;275.10;163.08;78.18;567.36;2710.29;0.00511;0.03893;51.16021;10.40598
596;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:42;5;25.30;5.06;2470.76;323.70;163.54;127.24;-1495.06;1967.09;-0.01347;0.02825;51.14163;10.39530
597;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:51;5;25.00;5.00;2396.18;275.40;167.72;83.12;287.15;2378.92;0.00259;0.03417;51.15769;10.40122
598;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;12:51;5;25.60;5.12;2545.33;281.80;167.72;89.52;21.44;2545.24;0.00019;0.03656;51.15529;10.40361
610;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;13:52;5;25.90;5.18;2619.90;273.10;196.67;109.77;-886.19;2465.47;-0.00798;0.03541;51.14712;10.40246
611;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:01;5;24.00;4.80;2147.61;265.70;200.76;106.46;-608.46;2059.62;-0.00548;0.02958;51.14962;10.39663
612;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:04;8;44.00;5.50;3017.61;242.60;202.10;84.70;278.84;3004.70;0.00251;0.04316;51.15761;10.41021
613;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:12;6;24.70;4.12;1394.25;208.20;205.61;53.81;823.28;1125.23;0.00742;0.01616;51.16252;10.38321
614;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:24;6;32.90;5.48;2996.90;221.80;210.69;72.49;901.56;2858.07;0.00812;0.04105;51.16322;10.40810
615;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:26;6;27.60;4.60;1899.04;257.80;211.52;109.32;-628.20;1792.13;-0.00566;0.02574;51.14944;10.39279
616;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:33;8;20.20;2.53;417.75;223.20;214.35;77.55;90.04;407.93;0.00081;0.00586;51.15591;10.37291
617;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:42;5;21.60;4.32;1579.39;236.80;217.88;94.68;-128.81;1574.13;-0.00116;0.02261;51.15394;10.38966
618;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:43;6;34.30;5.72;3286.90;213.80;218.26;72.06;1012.37;3127.11;0.00912;0.04492;51.16422;10.41197
619;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:48;6;31.00;5.17;2603.33;238.00;220.15;98.15;-369.17;2577.02;-0.00333;0.03702;51.15177;10.40407
620;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:54;6;27.60;4.60;1899.04;211.00;222.37;73.37;543.59;1819.58;0.00490;0.02614;51.16000;10.39319
621;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;14:55;6;27.50;4.58;1878.33;213.10;222.73;75.83;459.81;1821.18;0.00414;0.02616;51.15924;10.39321
622;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:01;6;37.20;6.20;3887.61;102.70;243.41;346.11;3773.96;-933.12;0.03400;-0.01340;51.18910;10.35365
623;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:02;5;29.10;5.82;3415.32;253.90;243.68;137.58;-2521.35;2303.74;-0.02271;0.03309;51.13239;10.40014
624;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:10;3;26.10;8.70;6994.74;9.30;245.80;255.10;-1797.99;-6759.71;-0.01620;-0.09709;51.13890;10.26996
625;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:15;6;42.20;7.03;4923.32;102.20;247.10;349.30;4837.70;-914.21;0.04358;-0.01313;51.19868;10.35392
626;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:21;5;36.70;7.34;5304.46;95.70;248.62;344.32;5107.05;-1433.65;0.04601;-0.02059;51.20111;10.34646
627;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:26;6;27.10;4.52;1795.47;193.00;249.86;82.86;223.11;1781.55;0.00201;0.02559;51.15711;10.39264
628;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:31;6;44.50;7.42;5399.75;90.10;251.08;341.18;5111.13;-1741.73;0.04605;-0.02502;51.20115;10.34203
629;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:32;5;55.80;11.16;10052.16;1.40;251.32;252.72;-2985.26;-9598.66;-0.02689;-0.13787;51.12821;10.22918
630;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:41;5;38.00;7.60;5627.60;87.10;253.46;340.56;5306.85;-1872.77;0.04781;-0.02690;51.20291;10.34015
631;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:41;8;27.20;3.40;877.31;171.80;253.46;65.26;367.12;796.80;0.00331;0.01144;51.15841;10.37849
632;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:51;3;25.80;8.60;6870.46;180.10;255.77;75.87;1677.56;6662.51;0.01511;0.09570;51.17021;10.46275
633;H_WW_4;51.15510;10.36705;02.06.2020;10:50;02.06.2020;16:53;6;26.20;4.37;1625.23;180.80;256.22;77.02;365.05;1583.71;0.00329;0.02275;51.15839;10.38980
634;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:01;6;39.90;6.65;4446.89;29.30;108.43;137.73;-3290.51;2991.22;-0.02964;0.04296;51.12546;10.41001
635;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:02;6;34.80;5.80;3390.47;45.90;108.67;154.57;-3061.93;1455.97;-0.02758;0.02091;51.12752;10.38796
636;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:09;8;20.90;2.61;457.98;346.10;110.38;96.48;-51.67;455.06;-0.00047;0.00654;51.15463;10.37359
637;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:21;4;47.80;11.95;11034.02;164.20;113.41;277.61;1461.07;-10936.86;0.01316;-0.15709;51.16826;10.20996
638;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:29;9;54.30;6.03;3680.47;33.20;115.51;148.71;-3145.07;1911.63;-0.02833;0.02746;51.12677;10.39451
639;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:28;7;17.90;2.56;432.40;339.60;115.24;94.84;-36.50;430.86;-0.00033;0.00619;51.15477;10.37324
640;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:34;3;33.90;11.30;10226.16;353.30;116.85;110.15;-3523.34;9600.03;-0.03174;0.13789;51.12336;10.50494
641;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:40;4;17.50;4.38;1633.57;0.40;118.51;118.91;-789.61;1430.06;-0.00711;0.02054;51.14799;10.38759
642;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:42;5;29.20;5.84;3440.18;93.60;119.06;212.66;-2896.09;-1856.75;-0.02609;-0.02667;51.12901;10.34038
643;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:49;4;32.30;8.08;6217.96;1.00;121.06;122.06;-3300.67;5269.60;-0.02974;0.07569;51.12536;10.44274
644;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:52;2;26.20;13.10;12463.30;0.90;121.94;122.84;-6757.97;10472.05;-0.06088;0.15042;51.09422;10.51747
645;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;10:57;3;28.80;9.60;8113.31;108.60;123.42;232.02;-4993.04;-6394.95;-0.04498;-0.09185;51.11012;10.27520
646;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:01;3;36.90;12.30;11469.02;93.10;145.68;238.78;-5944.23;-9808.39;-0.05355;-0.14088;51.10155;10.22617
647;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:01;3;26.80;8.93;7284.74;332.50;145.68;118.18;-3440.47;6421.11;-0.03100;0.09223;51.12410;10.45928
648;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:15;5;31.60;6.32;4036.75;351.10;151.45;142.55;-3204.61;2454.75;-0.02887;0.03526;51.12623;10.40231
649;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:16;5;41.20;8.24;6423.03;357.00;151.87;148.87;-5498.19;3320.43;-0.04953;0.04769;51.10557;10.41474
650;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:21;3;40.20;13.40;12836.16;91.10;154.02;245.12;-5401.37;-11644.40;-0.04866;-0.16725;51.10644;10.19980
651;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:23;5;34.80;6.96;4832.18;353.90;154.88;148.78;-4132.55;2504.38;-0.03723;0.03597;51.11787;10.40302
2060;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:31;4;22.70;5.68;3235.11;316.10;158.42;114.52;-1342.36;2943.47;-0.01209;0.04228;51.14301;10.40933
2061;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:37;3;29.70;9.90;8486.17;330.30;161.12;131.42;-5614.44;6363.42;-0.05058;0.09140;51.10452;10.45845
2062;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:38;3;21.20;7.07;4964.75;352.10;161.58;153.68;-4449.97;2201.48;-0.04009;0.03162;51.11501;10.39867
2063;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:43;2;22.00;11.00;9853.31;327.80;163.87;131.67;-6551.30;7359.91;-0.05902;0.10571;51.09608;10.47276
2064;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:44;3;18.10;6.03;3680.47;340.00;164.34;144.34;-2990.19;2145.83;-0.02694;0.03082;51.12816;10.39787
2065;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:46;3;30.60;10.20;8859.02;322.80;165.26;128.06;-5461.98;6974.89;-0.04921;0.10018;51.10589;10.46723
2066;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;12:57;2;16.40;8.20;6373.32;321.00;170.44;131.44;-4217.82;4777.99;-0.03800;0.06863;51.11710;10.43568
2067;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;13:10;7;44.10;6.30;4011.89;330.80;176.65;147.45;-3381.87;2158.30;-0.03047;0.03100;51.12463;10.39805
2068;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;13:15;7;69.10;9.87;8450.66;319.40;179.06;138.46;-6325.33;5603.91;-0.05698;0.08049;51.09812;10.44754
2069;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;13:17;4;29.20;7.30;5254.75;333.60;180.02;153.62;-4707.73;2334.46;-0.04241;0.03353;51.11269;10.40058
2070;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;13:20;7;34.70;4.96;2342.92;301.50;181.47;122.97;-1274.99;1965.62;-0.01149;0.02823;51.14361;10.39528
2071;H_WW_4;51.15510;10.36705;02.06.2020;10:50;03.06.2020;13:22;4;22.80;5.70;3266.18;315.30;182.43;137.73;-2417.00;2196.83;-0.02177;0.03155;51.13333;10.39860
1;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:28;3;7.30;2.43;376.70;7.30;116.33;123.63;-208.61;313.66;-0.00188;0.00451;51.16617;8.96828
2;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:32;8;15.70;1.96;181.60;191.20;117.38;308.58;113.26;-141.96;0.00102;-0.00204;51.16907;8.96173
3;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:41;8;16.80;2.10;236.06;192.20;119.82;312.02;158.01;-175.37;0.00142;-0.00252;51.16947;8.96125
4;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:41;8;18.30;2.29;313.58;35.90;119.82;155.72;-285.84;128.94;-0.00258;0.00185;51.16547;8.96562
6;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:50;8;14.20;1.78;110.33;190.00;122.34;312.34;74.31;-81.55;0.00067;-0.00117;51.16872;8.96260
7;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;10:52;10;24.20;2.42;370.82;272.40;122.91;35.31;302.58;214.35;0.00273;0.00308;51.17078;8.96685
9;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:00;6;13.60;2.27;304.77;13.20;125.25;138.45;-228.08;202.14;-0.00205;0.00290;51.16600;8.96667
10;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:00;10;20.00;2.00;196.26;177.30;125.25;302.55;105.60;-165.43;0.00095;-0.00238;51.16900;8.96139
12;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:11;10;22.80;2.28;310.40;187.90;128.59;316.49;225.13;-213.69;0.00203;-0.00307;51.17008;8.96070
13;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:11;10;19.70;1.97;184.52;186.00;128.59;314.59;129.55;-131.40;0.00117;-0.00189;51.16922;8.96188
